comment_text,toxic
"""

 How to Fill out an IRS Form 13909 
Hello Rob, just want to let you know that you and your bud  drew first
blood . Well, It gets personal with me too...
line 1.
NAME OF REFFERRED ORGANIZATION...Wikimedia Foundation c/o CT Corporation System
Street address...................818 West Seventh Street 
City/State/Zipcode...............Los Angeles, California 90017
Date of Referral:................July, 28 2008

line 2
ORGANIZATION'S EMPLOYER IDENTFICATION NUMBER (EIN)... 20-0049703
line 3
NATURE OF VIOLATION:
 [X] Organization is involved in political campaign
 [X] Organization is engaged in excessive lobbying activites
 [X] Other (describe); The organization listed here is engaged in direct political lobbying and campaigning, which is in violation of IRS code 501(c)(3) which states  """"all section 501(c)(3) organizations are absolutely prohibited from directly or indirectly participating in, or intervening in, any political campaign on behalf of (or in opposition to) any candidate for elective public."""" 
line 4
DETAILS OF VIOLATION:
Name(s) of Person(s) Involved: (you know who...)

and so forth and so forth... I hope you get the drift... I will
be contacting the Wikimedia Foundation Inc. at 415-839-6885 asap and see if they can
see my Point of view... I hope they understand what is really happening here... if not..well, 
I should start printing a whole bunch of these 13909's, and have my friends send
them, as it's their right to do so under US LAW... It's personal now.  I have sufficient and competent evidence to make a case, based on some of my conversations with """"friends with some legal background"""". 

The point of this communication and a finale plea to you and the wiki office that, I'm really a nice guy and don't want to wreak your little Owellen simulation hobby, so I am giving you one last chance to really follow your wikipedian policy WP:BLP WP:NPOV WP:OWN WP:NPOV WP:COI etc... and stop the partisan bias bull donkey and do the right thing.  IF not..well I will be a good American citizen and bring information to the Government of a violation of a law. One last thing..this is not a """"legal threat"""" it's just me and friends being good citizen to bring wikimedia foundation in compliance with 
USA:TAXCODE. You hand your friends have a wiki nice day.
Post script: YOU WOULD BE A FOOL I HOPE YOU NOT TO DISMISS THIS ROB - DON'T make me follow though with this ...
  """,0
"I will get a friend to make a map of the freeways in the next few days, and then I'll merge it in. As for 'Elizabeth then along the Torrens', it's worded badly, but the route is actually correct! (I'll correct the wording.) It followed the Torrens Gorge, then quickly diverted north just before Modbury, and then made its way to Elizabeth. If you've got Google Earth, it's easy to see where it would have divulged from the O-Bahn route and continued as what McIntyre Road is today.  talk",0
"sikh history gezzaa 

user:sikh history

wiki pedia full on shit!!

Surinder Shinda, Sukshinder Shinda is shinda surname not other surnames

shinda is shinda ramgarhia surname!

user:sikh history you talk shit  86.166.250.11",1
Don't be an ass. It was a clear edit conflict. And where have I a BLP violation?99.141.241.135,1
These are public computers. Don't ban uss all because a few people are retarded.,1
"JfdWolff,Your profound lack of wisdom is no credit to your woefully failed vendetta . Go get your head checked !!! You are morbidly insane . . .",1
"""

I hope lots of things.   (talk) ✄ ✄ ✄TAB """,0
"""

Thank you for experimenting with the page Alan on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thank you for your understanding. '''''''''' ✍ """,0
"Hey asshole 

What the fuck is your problem? I'm trying to help people but you still keep fukin wit their pages. What's your deal faggot?",1
Haha. Hayson saying he doesn't know who emailed him is proof? Proof that you're a liar. Don't expect a response from someone that you lie to and try to deceive. You certainly don't deserve one.,1
"DONT YOU THINK DAVID TENNANT SHOULD COME BACK!?

I DO 

HE IS THE BEST DOCTOR EVER",0
"""
Also, depending on the article you will look at, the socioeconomic equality reason will vary.
""""The violence was undoubtedly racial. Its prime targets were the Chinese merchants who have flocked to Tibet by road and on a prestigious new train across the roof of the world. 

The mobs were the losers of Lhasa – the poor who seethe with resentment, outwitted commercially by Chinese traders, out-gunned by the Chinese army and, many fear, ultimately to be outnumbered by Chinese migrants.""""
Now this is straight from the horse's mouth. The actual Western journalist who was there wrote this- not some MSM that decided to twist the source's words. I thought it was the most NPOV and fair way to just say- they were angry about socioeconomic inequality, inflation, and fear of becoming a minority in their own city. Why is that wrong? It's the most concise, fair and NPOV way to state what they were angry about which caused the rioting.""",0
"=why are you being so rude? i only want to help you motherfuckers. fuck! retards! you're such retards! i hope you all die! seriously, die!!!",1
"However, I can be blocked too because I vandelize pages as well, because I'm a dumb faggot.",1
"Skywalk / new tourist attraction 

Wired Germany reported about a new touristic attraction: a skywalk with mega slide at this mountain.
https://www.wired.de/collection/latest/tschechische-architekten-bauen-ein-riesiges-holzgestell-mit-rutsche",0
""", 22 December 2007 (UTC)

I rewrote """"all-male adult film"""".    06:01""",0
"You Won! 

Please pick up your prize at 33 West Bone Ave, Green Bay, Wisconsin. Thank you. 68.248.30.14",0
"""

 Shiloh Shepherd Talk Page (re: Content #6.1""""Support All Points"""" 

Hi Trysha,
I have posted a question toyou under your entry in this section of the Shiloh Shepherd Talk Page.  If you get a chance, would you mind responding below my question on the page, since a couple other contributors also asked me to inquire and I'd rather they see a response directly from you rather than indirectly from me?

Thank you very much.
Miles D.""",0
"Stability
There seem to be plenty of edits to this article in recent days, and there's one section marked as being subject to large changes as an event approaches, and according to the Good Article criteria, an article has to be stable. Is this article being edited alot now?",0
"Thanks, that's a really interesting lead. So over the last half-dozen years this is an active (and funded) area of research: Norman at Museum Victoria  and Strugnell at La Trobe  are both focused on the evolution, while novel pharmaceuticals are being sought at UQ-IMB . Unfortunately the 2007 mention (transcript: ) lacks detail, there is no source suggested for the statement about pyjama dumplings, no explanation (is it poisonous only to eat certain parts or to be bitten by it or to expose skin near it, and if poisonous then to what, and with what effects?), I'm reading conflicting accounts of whether it is rare or common for octopus to use poison, etc. Hopefully some detail has been published in the academic literature?",0
"""

 The reason is privacy concerns 

Liz, the admonished administrator Kww has been deleting my communication to you on your own talkpage if you haven't noticed. I will not repost it once you tell me it is unwelcome, not him. Again, I saw where you said about me that you """"don't understand the reluctance to be forthcoming about alternate accounts."""" Excuse me if there's a note of frustration in my tone, but *I explained this* in my very first post, and at multiple points in the RFC/U. Once more: I don't have """"alternate accounts."""" I am a single account user with a single prior account that I abandoned for privacy concerns. I hope you will consider going back  and changing your viewpoint. This is Colton Cosmic.""",0
"That's no personal attack, that's the truth. He is an idiot.",1
"I wish to have this article failed. I want to continue to work on it, but I feel your requirements are unreasonable. I plead with you to just fail it and release me from this review. Best wishes,",0
